origen,destino,distancia,tiempo,
CV25,c376,405349,332199,
CV25,c377,404763,331697,
CV25,c378,408166,334547,
CV25,c379,408068,334467,
CV25,c380,408134,334529,
CV25,c381,406805,333418,
CV25,c382,406805,333418,
CV25,c383,406762,333377,
CV25,c384,406739,333358,
CV25,c385,406805,333418,
CV25,c386,407447,333960,
CV25,c387,407447,333960,
CV25,c388,407972,334422,
CV25,c389,407949,334415,
CV25,c390,408424,334966,
CV25,c391,408424,334966,
CV25,c392,409216,335472,
CV25,c393,409182,335449,
CV25,c394,408962,335404,
CV25,c395,409142,335637,
CV25,c396,409145,335568,
CV25,c397,410489,336657,
CV25,c398,410006,336137,
CV25,c399,410150,336220,
CV25,c400,407309,337021,
CV25,c401,407193,336893,
CV25,c402,406725,336457,
CV25,c403,411120,337181,
CV25,c404,411277,337256,
CV25,c405,406568,336320,
CV25,c406,406162,336021,
CV25,c407,406238,336146,
CV25,c408,406238,336146,
CV25,c409,405074,335137,
CV25,c410,407596,337173,
CV25,c411,407596,337173,
CV25,c412,408556,338002,
CV25,c413,409413,338976,
CV25,c414,410024,339406,
CV25,c415,406777,333400,
CV25,c416,406592,333244,
CV25,c417,125286,101341,
CV25,c418,131708,106297,
CV25,c419,131222,105877,
CV25,c420,131222,105877,
CV25,c421,128071,103725,
CV25,c422,132762,107188,
CV25,c423,128666,104232,
CV25,c424,133070,107526,
CV25,c425,132673,107191,
CV25,c426,127664,103382,
CV25,c427,127868,103582,
CV25,c428,134089,108407,
CV25,c429,134812,108983,
CV25,c430,127138,102794,
CV25,c431,135857,109494,
CV25,c432,126922,102725,
CV25,c433,126223,102107,
CV25,c434,133974,108301,
CV25,c435,133665,108079,
CV25,c436,126559,102402,
CV25,c437,125884,101724,
CV25,c438,129587,105122,
CV25,c439,129587,105122,
CV25,c440,132112,106810,
CV25,c441,128659,104289,
CV25,c442,128570,104202,
CV25,c443,127025,102300,
CV25,c444,126376,101709,
CV25,c445,126310,101655,
CV25,c446,135100,108982,
CV25,c447,132665,107226,
CV25,c448,162268,131466,
CV25,c449,128185,103741,
CV25,c450,74746,59336,
CV25,c451,74220,58975,
CV25,c452,74709,59381,
CV25,c453,73692,58461,
CV25,c454,77277,61457,
CV25,c455,73692,58461,
CV25,c456,32922,25902,
CV25,c457,34100,26675,
CV25,c458,32248,25225,
CV25,c459,33243,26028,
CV25,c460,32825,25652,
CV25,c461,32439,25332,
CV25,c462,27176,21217,
CV25,c463,27443,21436,
CV25,c464,27731,21675,
CV25,c465,29016,22893,
CV25,c466,28868,22745,
CV25,c467,187432,150990,
CV25,c468,186856,150497,
CV25,c469,186275,150018,
CV25,c470,186672,150368,
CV25,c471,185798,149657,
CV25,c472,186564,150247,
CV25,c473,187092,150698,
CV25,c474,186926,150565,
CV25,c475,187526,151061,
CV25,c476,187557,151089,
CV25,c477,188630,151909,
CV25,c478,188078,151488,
CV25,c479,188638,151969,
CV25,c480,185376,149375,
CV25,c481,188338,151805,
CV25,c482,3827399,3097959,
CV25,c483,185896,149739,
CV25,c484,1942962,1577735,
CV25,c485,176105,141995,
CV25,c486,176029,141938,
CV25,c487,175764,141613,
CV25,c488,175854,141688,
CV25,c489,175187,141142,
CV25,c490,176301,142022,
CV25,c491,175404,141394,
CV25,c492,174889,140879,
CV25,c493,174435,140599,
CV25,c494,174734,140806,
CV25,c495,175434,141442,
CV25,c496,175781,141801,
CV25,c497,175747,141705,
CV25,c498,175920,141846,
CV25,c499,175851,141808,
CV25,c500,175605,141586,
CV25,c501,175404,141394,
CV25,c502,174734,140806,
CV25,c503,130682,105391,
CV25,c504,149055,121957,
CV25,c505,149463,122249,
CV25,c506,149088,121939,
CV25,c507,149214,122052,
CV25,c508,149414,122242,
CV25,c509,148215,121146,
CV25,c510,148215,121146,
CV25,c511,211856,171563,
CV25,c512,211634,171330,
CV25,c513,211472,171132,
CV25,c514,211507,171229,
CV25,c515,212851,172345,
CV25,c516,211574,171216,
CV25,c517,212160,171710,
CV25,c518,213023,172507,
CV25,c519,212851,172345,
CV25,c520,187149,151046,
CV25,c521,188093,151776,
CV25,c522,189304,152791,
CV25,c523,189623,153034,
CV25,c524,189849,153237,
CV25,c525,190072,153389,
CV25,c526,190756,154015,
CV25,c527,296153,239986,
CV25,c528,191421,154460,
CV25,c529,193003,155760,
CV25,c530,193344,156061,
CV25,c531,191422,154625,
CV25,c532,191557,154680,
CV25,c533,194041,156620,
CV25,c534,173683,139675,
CV25,c535,128544,104248,
CV25,c536,118891,95885,
CV25,c537,187179,150701,
CV25,c538,129252,104807,
CV25,c539,129705,105034,
CV25,c540,130194,105636,
CV25,c541,130647,105837,
CV25,c542,130617,105876,
CV25,c543,130727,105916,
CV25,c544,129148,104696,
CV25,c545,131044,106295,
CV25,c546,130669,105986,
CV25,c547,133910,108763,
CV25,c548,133135,108002,
CV25,c549,130902,106201,
CV25,c550,131213,106329,
CV25,c551,132112,106810,
CV25,c552,132897,107424,
CV25,c553,131722,106329,
CV25,c554,131408,106569,
CV25,c555,131546,106713,
CV25,c556,124944,100580,
CV25,c557,127183,102357,
CV25,c558,124365,100069,
CV25,c559,123644,99492,
CV25,c560,118682,95757,
CV25,c561,102883,83716,
CV25,c562,103147,83932,
CV25,c563,103089,83894,
CV25,c564,102362,83274,
CV25,c565,102931,83918,
CV25,c566,103080,83860,
CV25,c567,102944,83773,
CV25,c568,103234,83993,
CV25,c569,123564,99436,
CV25,c570,125790,101141,
CV25,c571,136307,110371,
CV25,c572,138366,112332,
CV25,c573,127217,102359,
CV25,c574,134520,109273,
CV25,c575,123165,99101,
CV25,c576,125637,101043,
CV25,c577,133764,108389,
CV25,c578,125664,101087,
CV25,c579,125368,100848,
CV25,c580,124453,100117,
CV25,c581,128440,103655,
CV25,c582,126304,101732,
CV25,c583,125968,101444,
CV25,c584,128097,103162,
CV25,c585,128059,103122,
CV25,c586,128471,103465,
CV25,c587,130626,105388,
CV25,c588,128029,103121,
CV25,c589,130682,105391,
CV25,c590,126304,101732,
CV25,c591,125970,101379,
CV25,c592,125506,100977,
CV25,c593,133880,107943,
CV25,c594,126022,101430,
CV25,c595,133910,108763,
CV25,c596,127227,102463,
CV25,c597,128029,103121,
CV25,c598,132485,107524,
CV25,c599,124973,100680,
CV25,c600,127183,102357,
CV25,c601,128057,103188,
CV25,c602,126788,102083,
CV25,c603,128235,103424,
CV25,c604,128235,103424,
CV25,c605,128029,103121,
CV25,c606,127183,102357,
CV25,c607,129833,104797,
CV25,c608,123387,99209,
CV25,c609,128647,103833,
CV25,c610,128569,103801,
CV25,c611,128569,103801,
CV25,c612,129827,104835,
CV25,c613,128569,103801,
CV25,c614,131073,105895,
CV25,c615,137925,111082,
CV25,c616,126310,101655,
CV25,c617,125894,101362,
CV25,c618,126646,102111,
CV25,c619,123971,100013,
CV25,c620,122485,98785,
CV25,c621,124976,100811,
CV25,c622,123315,99468,
CV25,c623,122020,98444,
CV25,c624,122675,99005,
CV25,c625,123085,99304,
CV25,c626,124953,100804,
CV25,c627,124431,100396,
CV25,c628,123998,100044,
CV25,c629,124573,100518,
CV25,c630,123650,99807,
CV25,c631,124166,100318,
CV25,c632,123173,99579,
CV25,c633,125021,101056,
CV25,c634,124096,100375,
CV25,c635,123454,99777,
CV25,c636,122577,99130,
CV25,c637,122777,99256,
CV25,c638,122430,98977,
CV25,c639,122117,98603,
CV25,c640,121219,97768,
CV25,c641,120723,97408,
CV25,c642,120421,97018,
CV25,c643,119979,96711,
CV25,c644,119045,95888,
CV25,c645,118948,95846,
CV25,c646,131160,105872,
CV25,c647,119251,96158,
CV25,c648,119925,96704,
CV25,c649,119505,96500,
CV25,c650,121728,98419,
CV25,c651,403707,330856,
CV25,c652,405369,332182,
CV25,c653,406730,333343,
CV25,c654,407118,333695,
CV25,c655,406389,333083,
CV25,c656,406246,332917,
CV25,c657,404763,331697,
CV25,c658,405961,332688,
CV25,c659,406513,333143,
CV25,c660,399477,327573,
CV25,c661,406289,332984,
CV25,c662,405565,332368,
CV25,c663,62243,49314,
CV25,c664,62718,49700,
CV25,c665,73266,58155,
CV25,c666,83215,66325,
CV25,c667,79734,63588,
CV25,c668,78440,62517,
CV25,c669,78401,62454,
CV25,c670,78483,62539,
CV25,c671,78340,62324,
CV25,c672,77743,61850,
CV25,c673,78187,62331,
CV25,c674,77711,61800,
CV25,c675,78340,62324,
CV25,c676,78340,62324,
CV25,c677,73355,58229,
CV25,c678,73692,58461,
CV25,c679,73692,58461,
CV25,c680,73084,57957,
CV25,c681,72142,57195,
CV25,c682,72264,57302,
CV25,c683,73556,58350,
CV25,c684,71534,56701,
CV25,c685,72546,57514,
CV25,c686,73625,58416,
CV25,c687,73555,58393,
CV25,c688,73692,58461,
CV25,c689,73881,58646,
CV25,c690,90750,72230,
CV25,c691,73057,57942,
CV25,c692,73692,58461,
CV25,c693,91102,72528,
CV25,c694,72527,57581,
CV25,c695,72818,57840,
CV25,c696,73115,58069,
CV25,c697,75078,59605,
CV25,c698,74923,59560,
CV25,c699,74444,59069,
CV25,c700,73692,58461,
CV25,c701,103757,83771,
CV25,c702,103107,83187,
CV25,c703,103362,83435,
CV25,c704,103015,83218,
CV25,c705,103063,83296,
CV25,c706,102415,82759,
CV25,c707,102836,83110,
CV25,c708,102377,82616,
CV25,c709,104396,84305,
CV25,c710,103046,83160,
CV25,c711,103750,83741,
CV25,c712,118977,95764,
CV25,c713,103721,83797,
CV25,c714,104401,84387,
CV25,c715,119006,95772,
CV25,c716,103622,83643,
CV25,c717,103791,83832,
CV25,c718,104135,84119,
CV25,c719,118670,95511,
CV25,c720,104220,84194,
CV25,c721,118567,95433,
CV25,c722,99889,80773,
CV25,c723,100058,81121,
CV25,c724,100828,81793,
CV25,c725,99380,80610,
CV25,c726,97306,78662,
CV25,c727,97559,78860,
CV25,c728,97785,78778,
CV25,c729,100490,81014,
CV25,c730,102861,83096,
CV25,c731,99806,80441,
CV25,c732,100173,80750,
CV25,c733,101431,81826,
CV25,c734,397428,325703,
CV25,c735,397746,325985,
CV25,c736,398085,326258,
CV25,c737,398036,326261,
CV25,c738,407118,333695,
CV25,c739,407643,334113,
CV25,c740,407643,334113,
CV25,c741,409052,335310,
CV25,c742,409481,335681,
CV25,c743,408762,335042,
CV25,c744,409075,335302,
CV25,c745,408731,335010,
CV25,c746,409365,335556,
CV25,c747,409471,335680,
CV25,c748,409723,335878,
CV25,c749,409685,335913,
CV25,c750,409145,335568,
CV25,c751,410070,336263,
CV25,c752,411391,337624,
CV25,c753,410733,336847,
CV25,c754,410843,337133,
CV25,c755,408935,338389,
CV25,c756,409944,336139,
CV25,c757,409799,335966,
CV25,c758,406073,332797,
CV25,c759,405228,332120,
CV25,c760,404157,331375,
CV25,c761,403765,331082,
CV25,c762,404053,331329,
CV25,c763,404494,331713,
CV25,c764,404675,331873,
CV25,c765,405102,332239,
CV25,c766,406716,333738,
CV25,c767,406773,333803,
CV25,c768,406568,333535,
CV25,c769,407232,333794,
CV25,c770,407232,333794,
CV25,c771,54939,44325,
CV25,c772,55048,44353,
CV25,c773,54502,43962,
CV25,c774,55816,45113,
CV25,c775,55409,44770,
CV25,c776,31786,24837,
CV25,c777,55048,44353,
CV25,c778,64097,50866,
CV25,c779,63967,50756,
CV25,c780,64010,50780,
CV25,c781,264184,215495,
CV25,c782,296199,240231,
CV25,c783,297840,241611,
CV25,c784,297529,241191,
CV25,c785,297413,241023,
CV25,c786,298278,241770,
CV25,c787,297169,240803,
CV25,c788,nan,nan,
CV25,c789,227718,184217,
CV25,c790,228088,184496,
CV25,c791,116817,94182,
CV25,c792,296468,240240,
CV25,c793,117749,94964,
CV25,c794,118677,95590,
CV25,c795,117433,94722,
CV25,c796,186086,149886,
CV25,c797,227940,184470,
CV25,c798,297289,240905,
CV25,c799,116991,94316,
CV25,c800,228034,184455,
CV25,c801,227883,184418,
CV25,c802,228183,184561,
CV25,c803,286946,239812,
CV25,c804,297396,241004,
CV25,c805,297602,241167,
CV25,c806,296198,240032,
CV25,c807,117098,94465,
CV25,c808,297032,240649,
CV25,c809,286992,239867,
CV25,c810,116600,94035,
CV25,c811,286984,239851,
CV25,c812,295570,239508,
CV25,c813,286706,239590,
CV25,c814,115884,93438,
CV25,c815,286845,239751,
CV25,c816,285927,239006,
CV25,c817,286706,239590,
CV25,c818,115550,93161,
CV25,c819,111755,89554,
CV25,c820,118263,95474,
CV25,c821,211396,171150,
CV25,c822,115809,93157,
CV25,c823,210975,170752,
CV25,c824,113345,91496,
CV25,c825,130884,105692,
CV25,c826,116296,93643,
CV25,c827,116917,94294,
CV25,c828,192739,155547,
CV25,c829,210668,170360,
CV25,c830,211856,171563,
CV25,c831,127187,102336,
CV25,c832,146413,118602,
CV25,c833,133314,107756,
CV25,c834,131122,105913,
CV25,c835,102883,83716,
CV25,c836,146569,118782,
CV25,c837,131466,106116,
CV25,c838,138845,112433,
CV25,c839,nan,nan,
CV25,c840,278207,225348,
CV25,c841,140337,114052,
CV25,c842,108162,87086,
CV25,c843,113061,90645,
CV25,c844,113061,90645,
CV25,c845,111968,89753,
CV25,c846,115620,93092,
CV25,c847,109275,87527,
CV25,c848,110032,88213,
CV25,c849,109811,88006,
CV25,c850,110226,88473,
CV25,c851,110444,88569,
CV25,c852,110032,88213,
CV25,c853,111369,89312,
CV25,c854,91690,73110,
CV25,c855,91354,72865,
CV25,c856,91447,73024,
CV25,c857,91354,72865,
CV25,c858,90618,72422,
CV25,c859,91354,72865,
CV25,c860,91354,72865,
CV25,c861,91354,72865,
CV25,c862,91308,72829,
CV25,c863,91354,72865,
CV25,c864,91354,72865,
CV25,c865,90912,72563,
CV25,c866,91354,72865,
CV25,c867,91354,72865,
CV25,c868,91136,72700,
CV25,c869,91354,72865,
CV25,c870,91354,72865,
CV25,c871,132640,107787,
CV25,c872,133391,107993,
CV25,c873,132863,107538,
CV25,c874,131878,107036,
CV25,c875,131781,106951,
CV25,c876,131151,106384,
CV25,c877,131052,106307,
CV25,c878,131869,106991,
CV25,c879,407496,334221,
CV25,c880,408000,334635,
CV25,c881,407127,333914,
CV25,c882,409944,336139,
CV25,c883,62951,49906,
CV25,c884,120147,96685,
CV25,c885,114900,92643,
CV25,c886,114416,92261,
CV25,c887,114577,92391,
CV25,c888,114502,92330,
CV25,c889,115203,92927,
CV25,c890,116206,93705,
CV25,c891,185427,149372,
CV25,c892,186305,150163,
CV25,c893,116379,93888,
CV26,c1,107980,88312,
CV26,c2,106885,87399,
CV26,c3,106909,87409,
CV26,c4,106915,87425,
CV26,c5,107152,87616,
CV26,c6,107840,88229,
CV26,c7,108525,88838,
CV26,c8,109824,89937,
CV26,c9,107899,88272,
CV26,c10,109323,89504,
CV26,c11,107667,88106,
CV26,c12,107840,88229,
CV26,c13,109782,89905,
CV26,c14,113151,92745,
CV26,c15,108321,88679,
CV26,c16,112694,92361,
CV26,c17,108969,89210,
CV26,c18,112750,92389,
CV26,c19,108362,88718,
CV26,c20,108691,88966,
CV26,c21,107254,87720,
CV26,c22,108441,88705,
CV26,c23,110932,90853,
CV26,c24,111418,91282,
CV26,c25,107867,88253,
CV26,c26,110300,90280,
CV26,c27,112562,92239,
CV26,c28,109692,89821,
CV26,c29,109215,89410,
CV26,c30,108665,88947,
CV26,c31,108868,89112,
CV26,c32,108665,88947,
CV26,c33,109600,89728,
CV26,c34,110112,90153,
CV26,c35,112191,91970,
CV26,c36,110787,90725,
CV26,c37,112149,91900,
CV26,c38,111107,90999,
CV26,c39,113860,93307,
CV26,c40,113978,93434,
CV26,c41,109677,89800,
CV26,c42,113411,92969,
CV26,c43,110672,90639,
CV26,c44,110046,90104,
CV26,c45,109435,89585,
CV26,c46,113902,93409,
CV26,c47,111287,90972,
CV26,c48,111659,91253,
CV26,c49,111287,90972,
CV26,c50,111921,91674,
CV26,c51,113451,93000,
CV26,c52,114367,93716,
CV26,c53,115095,94374,
CV26,c54,114905,94227,
CV26,c55,111508,91338,
CV26,c56,110931,90894,
CV26,c57,110297,90336,
CV26,c58,109091,89171,
CV26,c59,109677,89800,
CV26,c60,110297,90336,
CV26,c61,113902,93409,
CV26,c62,112562,92239,
CV26,c63,114115,93588,
CV26,c64,113532,93102,
CV26,c65,111084,91004,
CV26,c66,111619,91449,
CV26,c67,112665,92314,
CV26,c68,112622,92289,
CV26,c69,111595,91464,
CV26,c70,112202,91984,
CV26,c71,111359,91241,
CV26,c72,112550,92278,
CV26,c73,110970,90879,
CV26,c74,112006,91738,
CV26,c75,111619,91449,
CV26,c76,112568,92191,
CV26,c77,113206,92756,
CV26,c78,110913,90824,
CV26,c79,109617,89601,
CV26,c80,113888,93435,
CV26,c81,111755,91605,
CV26,c82,96079,78298,
CV26,c83,96804,79201,
CV26,c84,97251,79317,
CV26,c85,97576,79512,
CV26,c86,97522,79461,
CV26,c87,96804,79201,
CV26,c88,96856,78994,
CV26,c89,96804,79201,
CV26,c90,97675,79596,
CV26,c91,98245,80077,
CV26,c92,102149,83360,
CV26,c93,99472,81138,
CV26,c94,99272,80776,
CV26,c95,100323,82038,
CV26,c96,100318,81638,
CV26,c97,99003,80900,
CV26,c98,99154,81028,
CV26,c99,99214,81317,
CV26,c100,99999,81997,
CV26,c101,99752,81852,
CV26,c102,106592,87585,
CV26,c103,99917,81952,
CV26,c104,99928,82073,
CV26,c105,100604,82279,
CV26,c106,106962,87873,
CV26,c107,100998,82565,
CV26,c108,100171,81982,
CV26,c109,107363,88322,
CV26,c110,108844,89626,
CV26,c111,108716,89497,
CV26,c112,119125,96631,
CV26,c113,108716,89490,
CV26,c114,99833,81376,
CV26,c115,100468,82141,
CV26,c116,109642,90203,
CV26,c117,101088,82328,
CV26,c118,101359,82636,
CV26,c119,101345,82596,
CV26,c120,109067,89696,
CV26,c121,109164,89874,
CV26,c122,109359,90055,
CV26,c123,109224,89951,
CV26,c124,109642,90203,
CV26,c125,109263,89886,
CV26,c126,109642,90203,
CV26,c127,109815,90125,
CV26,c128,120930,98158,
CV26,c129,120482,97819,
CV26,c130,100940,82376,
CV26,c131,101675,82884,
CV26,c132,101207,82618,
CV26,c133,120375,98994,
CV26,c134,101734,82998,
CV26,c135,101785,83005,
CV26,c136,102429,83520,
CV26,c137,102382,83487,
CV26,c138,101171,82540,
CV26,c139,110067,90678,
CV26,c140,102288,83535,
CV26,c141,101519,82855,
CV26,c142,100364,81844,
CV26,c143,101082,82496,
CV26,c144,101515,83016,
CV26,c145,101720,83055,
CV26,c146,101760,83221,
CV26,c147,100885,82641,
CV26,c148,102544,83760,
CV26,c149,101869,83143,
CV26,c150,111132,91623,
CV26,c151,103328,84343,
CV26,c152,110763,91308,
CV26,c153,110761,91262,
CV26,c154,103150,84225,
CV26,c155,110445,90993,
CV26,c156,110297,90859,
CV26,c157,110595,91089,
CV26,c158,110571,91076,
CV26,c159,103646,84648,
CV26,c160,110780,90979,
CV26,c161,102933,84084,
CV26,c162,103185,84398,
CV26,c163,114579,94191,
CV26,c164,111462,91556,
CV26,c165,102933,84084,
CV26,c166,103584,84753,
CV26,c167,110876,91099,
CV26,c168,103655,84870,
CV26,c169,113875,93562,
CV26,c170,103086,84373,
CV26,c171,102886,84192,
CV26,c172,102886,84163,
CV26,c173,110880,90909,
CV26,c174,102523,83896,
CV26,c175,102558,83893,
CV26,c176,102835,83992,
CV26,c177,102933,84084,
CV26,c178,102417,83809,
CV26,c179,117154,96324,
CV26,c180,100256,81980,
CV26,c181,100783,82416,
CV26,c182,117532,96340,
CV26,c183,116951,95880,
CV26,c184,101669,83258,
CV26,c185,102945,84468,
CV26,c186,101821,83470,
CV26,c187,110810,91284,
CV26,c188,102474,84096,
CV26,c189,101395,83120,
CV26,c190,101206,82993,
CV26,c191,100638,82476,
CV26,c192,111418,91770,
CV26,c193,111250,91646,
CV26,c194,111614,91986,
CV26,c195,100392,82207,
CV26,c196,100096,81931,
CV26,c197,100171,82034,
CV26,c198,113074,92983,
CV26,c199,113701,93666,
CV26,c200,99795,81643,
CV26,c201,99524,81513,
CV26,c202,118055,96974,
CV26,c203,113783,93569,
CV26,c204,115376,95069,
CV26,c205,112600,92829,
CV26,c206,114718,94307,
CV26,c207,111644,91978,
CV26,c208,115014,94618,
CV26,c209,110856,91049,
CV26,c210,115890,95666,
CV26,c211,100054,81932,
CV26,c212,99807,81743,
CV26,c213,115986,95503,
CV26,c214,99699,81671,
CV26,c215,99815,81742,
CV26,c216,99178,81138,
CV26,c217,115513,94994,
CV26,c218,112257,92262,
CV26,c219,112368,92336,
CV26,c220,112257,92262,
CV26,c221,112130,92173,
CV26,c222,101041,82786,
CV26,c223,112327,92351,
CV26,c224,100333,82105,
CV26,c225,112505,92723,
CV26,c226,112797,92976,
CV26,c227,113507,93421,
CV26,c228,113460,93529,
CV26,c229,103870,84766,
CV26,c230,113169,93319,
CV26,c231,116409,95721,
CV26,c232,113522,93623,
CV26,c233,104249,85122,
CV26,c234,114088,93714,
CV26,c235,115799,95220,
CV26,c236,114023,93667,
CV26,c237,103660,85090,
CV26,c238,113492,93611,
CV26,c239,103695,85159,
CV26,c240,104259,85398,
CV26,c241,103733,85208,
CV26,c242,114373,93929,
CV26,c243,113493,93601,
CV26,c244,104259,85398,
CV26,c245,113614,93697,
CV26,c246,117681,96627,
CV26,c247,105620,86640,
CV26,c248,113687,93755,
CV26,c249,114533,94059,
CV26,c250,114587,94104,
CV26,c251,107243,87992,
CV26,c252,106769,87594,
CV26,c253,113972,93981,
CV26,c254,114098,94077,
CV26,c255,103285,84305,
CV26,c256,124161,101831,
CV26,c257,124042,101758,
CV26,c258,103092,84127,
CV26,c259,124583,102183,
CV26,c260,114215,94195,
CV26,c261,114474,94395,
CV26,c262,100906,82357,
CV26,c263,113849,93867,
CV26,c264,103738,84696,
CV26,c265,113404,93243,
CV26,c266,113495,93403,
CV26,c267,113852,93684,
CV26,c268,113279,93220,
CV26,c269,103417,84428,
CV26,c270,113638,93507,
CV26,c271,113470,93339,
CV26,c272,103486,84429,
CV26,c273,112608,92575,
CV26,c274,112002,92063,
CV26,c275,103486,84429,
CV26,c276,111800,91874,
CV26,c277,111721,91778,
CV26,c278,111999,91847,
CV26,c279,104148,85047,
CV26,c280,112807,92740,
CV26,c281,110940,90969,
CV26,c282,104280,85114,
CV26,c283,110880,90909,
CV26,c284,111748,91748,
CV26,c285,112665,92539,
CV26,c286,112180,92147,
CV26,c287,113908,93699,
CV26,c288,111748,91748,
CV26,c289,112725,92611,
CV26,c290,104161,85068,
CV26,c291,112779,92616,
CV26,c292,113168,92969,
CV26,c293,103860,84750,
CV26,c294,113167,92847,
CV26,c295,112007,91864,
CV26,c296,103652,84557,
CV26,c297,111734,91649,
CV26,c298,113838,93855,
CV26,c299,103553,84574,
CV26,c300,110790,90992,
CV26,c301,127883,106099,
CV26,c302,128287,106362,
CV26,c303,128147,106276,
CV26,c304,128834,106786,
CV26,c305,127525,105634,
CV26,c306,128617,106664,
CV26,c307,127374,105428,
CV26,c308,128788,106790,
CV26,c309,129454,107139,
CV26,c310,130146,107657,
CV26,c311,132573,109778,
CV26,c312,129896,107455,
CV26,c313,130192,107747,
CV26,c314,130741,108148,
CV26,c315,129803,107428,
CV26,c316,130387,107919,
CV26,c317,130251,107804,
CV26,c318,130539,108040,
CV26,c319,127209,105334,
CV26,c320,83360,68955,
CV26,c321,82093,68196,
CV26,c322,82648,68614,
CV26,c323,82901,68867,
CV26,c324,82906,68907,
CV26,c325,82903,68596,
CV26,c326,81611,67411,
CV26,c327,103485,84489,
CV26,c328,101996,83220,
CV26,c329,109460,89826,
CV26,c330,109127,89525,
CV26,c331,109533,89876,
CV26,c332,108412,88894,
CV26,c333,108624,89344,
CV26,c334,108376,88847,
CV26,c335,107485,88050,
CV26,c336,107732,88289,
CV26,c337,103755,84752,
CV26,c338,114454,94191,
CV26,c339,107759,88248,
CV26,c340,103062,84145,
CV26,c341,107842,88415,
CV26,c342,108231,88743,
CV26,c343,108591,88956,
CV26,c344,115066,94680,
CV26,c345,116457,95532,
CV26,c346,103553,84574,
CV26,c347,114408,94118,
CV26,c348,105420,86126,
CV26,c349,109705,89915,
CV26,c350,110917,91108,
CV26,c351,109969,90061,
CV26,c352,110639,90604,
CV26,c353,108602,88979,
CV26,c354,113776,93602,
CV26,c355,107455,87932,
CV26,c356,107455,87932,
CV26,c357,106009,86789,
CV26,c358,113248,93122,
CV26,c359,105890,86623,
CV26,c360,106531,87132,
CV26,c361,107455,87932,
CV26,c362,104277,85165,
CV26,c363,112670,92643,
CV26,c364,105097,85863,
CV26,c365,113248,93122,
CV26,c366,378001,311168,
CV26,c367,375635,309221,
CV26,c368,374796,308496,
CV26,c369,109970,90304,
CV26,c370,104213,85102,
CV26,c371,375074,308718,
CV26,c372,374491,308251,
CV26,c373,375074,308718,
CV26,c374,374663,308387,
CV26,c375,374094,307906,
CV26,c376,373866,307725,
CV26,c377,373280,307223,
CV26,c378,376683,310073,
CV26,c379,376585,309993,
CV26,c380,376651,310055,
CV26,c381,375322,308944,
CV26,c382,375322,308944,
CV26,c383,375279,308903,
CV26,c384,375256,308884,
CV26,c385,375322,308944,
CV26,c386,375964,309486,
CV26,c387,375964,309486,
CV26,c388,376489,309948,
CV26,c389,376466,309941,
CV26,c390,376941,310492,
CV26,c391,376941,310492,
CV26,c392,377733,310998,
CV26,c393,377699,310975,
CV26,c394,377479,310930,
CV26,c395,377659,311163,
CV26,c396,377662,311094,
CV26,c397,379006,312183,
CV26,c398,378523,311663,
CV26,c399,378667,311746,
CV26,c400,375826,312547,
CV26,c401,375710,312419,
CV26,c402,375242,311983,
CV26,c403,379637,312707,
CV26,c404,379794,312782,
CV26,c405,375085,311846,
CV26,c406,374679,311547,
CV26,c407,374755,311672,
CV26,c408,374755,311672,
CV26,c409,373591,310663,
CV26,c410,376113,312699,
CV26,c411,376113,312699,
CV26,c412,377073,313528,
CV26,c413,377930,314502,
CV26,c414,378541,314932,
CV26,c415,375294,308926,
CV26,c416,375109,308770,
CV26,c417,105097,85863,
CV26,c418,113766,93542,
CV26,c419,113795,93494,
CV26,c420,113795,93494,
CV26,c421,104105,85076,
CV26,c422,113539,93379,
CV26,c423,104338,85296,
CV26,c424,114808,94482,
CV26,c425,114674,94371,
CV26,c426,104671,85544,
CV26,c427,104713,85622,
CV26,c428,115107,94714,
CV26,c429,115894,95376,
CV26,c430,105975,86686,
CV26,c431,116318,95704,
CV26,c432,104950,85775,
CV26,c433,105367,86029,
CV26,c434,115722,95268,
CV26,c435,115611,95221,
CV26,c436,105166,85885,
CV26,c437,106657,87181,
CV26,c438,104695,85621,
CV26,c439,104695,85621,
CV26,c440,115524,95166,
CV26,c441,105265,86114,
CV26,c442,105017,85893,
CV26,c443,108613,88906,
CV26,c444,109546,89673,
CV26,c445,109529,89667,
CV26,c446,116229,95650,
CV26,c447,111083,91235,
CV26,c448,181093,147372,
CV26,c449,153074,124567,
CV26,c450,124026,100562,
CV26,c451,124330,100675,
CV26,c452,124819,101081,
CV26,c453,122259,99113,
CV26,c454,126455,102543,
CV26,c455,122259,99113,
CV26,c456,105047,85866,
CV26,c457,106664,87102,
CV26,c458,105101,86060,
CV26,c459,105726,86414,
CV26,c460,105409,86306,
CV26,c461,105450,86323,
CV26,c462,128580,104589,
CV26,c463,128847,104808,
CV26,c464,129135,105047,
CV26,c465,130420,106265,
CV26,c466,130272,106117,
CV26,c467,155949,126516,
CV26,c468,155373,126023,
CV26,c469,154792,125544,
CV26,c470,155189,125894,
CV26,c471,154315,125183,
CV26,c472,155081,125773,
CV26,c473,155609,126224,
CV26,c474,155443,126091,
CV26,c475,156043,126587,
CV26,c476,156074,126615,
CV26,c477,157147,127435,
CV26,c478,156595,127014,
CV26,c479,157155,127495,
CV26,c480,153893,124901,
